course_type,institute_tier,tier,region,is_metro,cgpa,graduation_year_offset,backlogs_count,paper_publications,semester_consistency,internship_count,internship_total_months,internship_top_tier,internship_relevance_score,certifications_count,relevant_certs_count,github_projects,github_stars_total,coding_problem_count,hackathon_wins,languages_known,leadership_roles_count,soft_skills_score,communication_score,extracurriculars_count,portal_activity_30d,portal_activity_90d,interview_invites_count,interview_pass_rate,resume_updates_30d,mock_interviews_taken,avg_response_time_hours,last_login_days_ago,institute_placement_rate_3m,institute_placement_rate_6m,institute_placement_rate_12m,institute_recruiter_diversity,institute_avg_salary_lpa,placement_cell_active_score,recruiter_visits_year,sector_hiring_index,local_job_density,macro_unemployment_rate,course_demand_index,skill_gap_score,salary_expectation_lpa,has_target_company_referral,competitive_exam_attempted,nirf_rank,nirf_score,nirf_median_salary_lpa,t_placed_months,placed_3m,placed_6m,placed_12m,final_salary_lpa
MTech-CS,1,1,Metro,1,9.671555475760693,0,1,1,0.6755202473204305,5,21.79916576297996,1,0.5081012838495387,2,1,8,33.260712902632285,350,1,3,1,0.3529466513430065,0.5664497637163898,1,54,129,5,0.6462211034490917,1,2,6.736329736190228,0.43001132824463795,0.6118411077730506,0.8579186573540503,0.9514228405451891,0.6169942704534814,14.581302023321255,0.5484400045039978,63,1.0887777260217757,111.7001124412986,7.737818980855038,1.0887777260217757,0.48301492901480897,9.812799675079601,0,0,18.019354727283147,87.422947476443,24.78964155493913,0.135950439263848,1,1,1,19.619955669943863
MBA-HR,2,2,Tier2,0,8.437239265920333,2,0,0,0.7044385353117526,1,2.8203551376156835,0,0.7325716262751918,9,3,1,0.5364122026102522,42,0,4,1,0.605809952256155,0.8585385240379619,1,50,140,6,0.13686506865009318,1,2,5.036055942872034,2.105326923470215,0.2779641787927237,0.4228256779460611,0.6138553632684205,0.37998862781643256,7.187814799771722,0.6177992620332821,31,1.0328724215881029,48.625696837391,7.049340172930372,1.0328724215881029,0.2855341722026689,7.0160750905234055,0,0,67.68484969092847,57.160794493726584,13.615228432258967,2.6822480961534727,1,1,1,9.205110389844831
BTech-CS,2,2,Tier3,0,7.414542394846597,1,0,0,0.8306448832690219,2,3.938268456085833,0,0.7211110989782593,1,1,5,25.50505264404179,184,2,4,2,0.6537019472864184,0.7918898454091627,3,17,47,2,0.3345991499461153,2,5,10.748785241316408,0.5008830665150177,0.37842921451330797,0.6071500271320525,0.7061643463107734,0.5105338115225969,10.366565054440674,0.23778396342885955,29,1.2953331819381273,9.357253723630068,6.879349759279809,1.2953331819381273,0.24241971570255308,10.431076605441644,0,1,96.6240860214137,49.648303955324614,13.090852222479759,3.3480034935325813,0,1,1,9.642592682355232
BTech-Mech,3,3,Tier2,0,7.103826741828121,0,0,0,0.8685752208269517,0,0.0,0,0.34136410636207815,3,2,3,43.38633160015719,51,0,2,2,0.7024196760459512,0.8143492646626451,5,10,27,0,0.23188619457294596,2,2,25.992783367132944,3.9438772403539906,0.15552856309772223,0.30632120998143836,0.39773356549173433,0.5879555595272077,3.0,0.2633256377132772,10,0.8786854858375178,49.8338406031671,6.409703830384987,0.8786854858375178,0.26715130754949123,5.648279968684906,1,0,301.547600460691,42.815991298690875,4.235251002983166,4.906299686299906,0,1,1,3.8178340061841047
BCom,2,2,Tier2,0,6.584105308648725,2,0,0,0.9772376206479315,1,4.968061554653032,0,0.5782844949557518,0,0,4,74.743838968677,49,0,3,0,0.4818030864329105,0.7124856283606069,3,31,83,6,0.21852235456435076,5,1,21.373587400405448,7.380001607658817,0.270206287730753,0.5138736949610871,0.6319730892369086,0.614524058918812,7.773257940606409,0.7281370761454594,26,0.7741806112790801,30.271574917414355,6.953630797740234,0.7741806112790801,0.28651953065809405,5.106342538704581,0,0,64.32018223525964,64.45989644790227,12.625678290286496,4.85307784177282,0,1,1,4.952231613699931
MBA-Operations,3,3,Tier3,0,6.814738732524429,-1,0,0,0.8521515415766113,1,1.8308197299469446,0,0.5776712224291026,2,1,0,0.0,59,2,1,0,0.7052174982625921,0.5877298238190691,1,23,60,2,0.4673731652186735,1,3,2.1618031801569186,1.2015486852632047,0.11014157695418178,0.27260934901328404,0.41938898072307906,0.6710180237349026,3.1558800365949304,0.46932556211600784,6,0.956600458386179,8.157568030408784,8.361760727554902,0.956600458386179,0.4297362260752823,7.8945717007874086,0,1,370.761409093497,34.73323400066841,6.505519610158689,8.461557637186305,0,0,1,6.257412739668746
MBA-Operations,3,3,Tier3,0,7.271047179411146,1,0,0,0.8854290041360408,1,2.657708252073985,0,0.5181989594182206,3,1,1,1.676156964025958,40,0,5,0,0.5577097450275761,0.4765296324805451,0,18,38,2,0.5271779492203711,1,2,4.405776050180696,2.1030469993671628,0.25168969215314024,0.36550948893527235,0.5514478690174752,0.4331396268097581,5.261041122019065,0.43040881561175515,4,1.0092795949259041,6.447061938290005,7.30410572591321,1.0092795949259041,0.24768483311024383,11.259932839182797,0,1,389.500001961949,29.625708539969455,3.0898232545407525,14.0,0,0,0,
BTech-CS,3,3,Tier2,0,7.28834557777908,1,1,1,0.7940552001364042,0,0.0,0,0.22126102595359062,3,3,3,19.60690417207932,171,0,2,1,0.5296385492660897,0.30220467106423093,2,22,71,6,0.32940133806425115,1,2,27.271772404908873,0.5464736365156087,0.2565718082121536,0.4804723044989044,0.6454896102105149,0.16937580220320358,3.4221744085073467,0.5662836148857816,11,1.2748823828615872,22.480309920583338,7.64630336539725,1.2748823828615872,0.19418937308066933,11.88016247293272,1,0,306.914672868495,32.768945888318996,4.276689652497241,18.699589634192062,0,0,0,
BCom,2,2,Tier2,0,7.087094325713395,-1,0,1,0.5895769420417125,1,3.855878057522235,0,0.6903204041476698,2,2,2,2.055648218960246,53,0,1,0,0.626861520257702,0.6481745313137836,3,18,55,1,0.17057187467213725,2,3,7.828638775553768,3.19166711872668,0.16767950605072557,0.34480285278596556,0.5435585580091417,0.22307581596540094,9.405077432995132,0.8060129943735105,22,0.819475151605986,35.450509797447125,6.040508682564823,0.819475151605986,0.21713223563992826,4.23475768957806,0,1,89.8649327654652,55.90726747264505,13.785352192483458,7.58675909174095,0,0,1,3.9748096403208963
BCom,2,2,Tier2,0,5.373343487407379,0,2,0,0.9186012664108973,1,2.0698237053347404,0,0.834711505376331,3,1,1,2.7825299305380526,47,0,1,1,0.8731148267552722,0.8421470639028705,4,12,29,1,0.5193775514031428,2,2,15.683093380971986,3.581122591434397,0.26610393054656567,0.43073401326125954,0.5673075145472832,0.5993984788214525,7.326823899714984,0.5519223767229109,21,0.7379290115506371,59.079648720705194,8.845849661232934,0.7379290115506371,0.3526585814630282,5.032908711586751,0,0,35.84333980624911,48.16355748632668,14.188402476994181,14.0,0,0,0,
MBA-Marketing,1,1,Metro,1,6.638078699634115,0,0,0,0.4160170011813729,5,22.977343492280404,1,0.9065506542776011,2,1,3,34.80958825517975,60,0,1,0,0.8155342285650519,0.8438925589047656,0,35,119,4,0.803033781149406,6,5,8.240023477648256,0.1512578228814675,0.524800638974227,0.725326673817668,0.8819216192857334,0.7598289647092756,17.478857632629044,0.7129727499852228,67,0.8253164229392018,74.0034313549031,7.984697138247078,0.8253164229392018,0.648780479588429,9.939327987840642,0,0,27.645858562164623,65.63708621978947,23.14723028192072,0.7864919988038465,1,1,1,15.013149991234986
BTech-Mech,2,2,Tier3,0,7.628402237984477,1,0,0,0.5766800157469895,4,10.580582039858264,0,0.9236708481146191,4,2,0,0.0,47,0,5,2,0.6894809777216986,0.8090913229418106,1,48,136,7,0.44106312816309423,1,2,53.58442313424609,2.5782353486713134,0.2626251560786735,0.36689615873904663,0.528810807684301,0.8022461990174748,7.447860036622364,0.4186399917726169,26,0.8586745157510353,19.07076948472972,8.006610003611616,0.8586745157510353,0.09789962572162529,7.3039730117302,0,0,55.70303503289915,59.2136674246633,12.25060932485136,2.1216177485294847,1,1,1,6.48672106477361
BSc-Nursing,2,2,Tier3,0,6.745174290540869,2,0,0,0.7620371927378919,1,3.224891083894179,1,0.5226300313346813,0,0,1,1.3283526112977395,45,0,3,0,0.32164955701827347,0.20547461030379086,0,31,92,6,0.7079835969131804,4,0,12.10564159798496,7.725436692702149,0.12290791593916836,0.2901559350806247,0.39306921345781576,0.23783149459846983,10.037516653149078,0.6366222774914607,26,1.2271059405636555,15.154553873104884,9.128088688217368,1.2271059405636555,0.5886598387587265,5.058628122766674,0,1,71.82334779820435,51.479526228916505,14.464331056799956,3.9208151154361652,0,1,1,3.4330294921645117
MTech-CS,2,2,Metro,1,7.798696865223512,-1,0,1,0.7698057377430231,2,4.66390819648064,0,0.6732282085463714,1,1,3,47.524231579109255,178,1,3,2,0.5773910186306044,0.6164996126770219,3,50,115,3,0.24082826516961,3,2,15.376981399083164,5.548746507800898,0.2407319727003181,0.4211127627713821,0.5893623473936368,0.5091810750732328,8.114596085136542,0.4107713126459113,31,1.2741001039363664,81.0018953407136,8.577056038277064,1.2741001039363664,0.4390327453429276,13.666648997456596,0,1,68.06335311035477,60.25292847136139,11.01778659024253,2.586514721539931,1,1,1,13.922884052495164
MCA,1,1,Metro,1,6.904492935356891,0,0,0,0.9447262420294078,2,3.4632029783456395,1,0.7780089702251369,0,0,6,8.126921072882155,372,0,1,2,0.7754026980194809,0.6637360842816514,2,20,68,2,0.16477185930786517,2,1,4.41079566134543,10.516414857667247,0.6297162497094233,0.840334264375389,1.0,0.6147889371169394,11.327607667923582,0.6094381127432165,53,1.1574577890894675,38.367041184029205,7.418103376393743,1.1574577890894675,0.7888787688552917,7.401808216103827,0,0,25.728160630628054,89.95961090952105,25.32880752767305,1.2282733706212539,1,1,1,11.666458934725297
BCom,2,2,Tier3,0,8.42542746308882,0,1,0,0.510331073894364,2,9.90715964137326,0,0.6581933409030006,2,1,2,2.858718500663034,50,0,5,2,0.5007534048427263,0.6716876495737152,2,42,85,6,0.4673773376367962,1,2,5.4439457990851405,2.5363343806255676,0.10047642997282247,0.21721538469684895,0.3376108524434463,0.2597995055506204,10.157266347226727,0.6564767796022433,24,0.5439510627418827,17.263800651808182,9.343452716308686,0.5439510627418827,0.518991720924312,4.279011846108275,0,0,59.74549113178222,56.324097281309605,8.749715820515954,2.3800597362359803,1,1,1,3.7597872076986887
MBA-Operations,2,2,Tier3,0,6.356141418571976,-2,0,0,0.9732128436242381,0,0.0,1,0.0858245764280462,3,2,1,22.336888109873534,47,1,3,0,0.5061421487328748,0.5898242783591062,1,27,69,5,0.11922037341341413,3,3,26.12443287663104,1.0132464362785902,0.3446334449818429,0.5583067479801053,0.7120601096559094,0.29808939392198774,9.06781222488433,0.5122671044864376,21,0.978979926213783,13.561190171523585,7.730475727496515,0.978979926213783,0.29219234426160695,8.167354826124354,0,0,54.67619242837809,64.77099211444133,14.76482363112285,4.590148304083109,0,1,1,7.8215695620012715
BTech-Mech,2,2,Tier2,0,8.528867894011444,-2,0,0,0.9509764381352467,0,0.0,0,0.49922875159188834,4,2,1,12.573607280036153,62,0,1,0,0.7244105476798803,0.5015108439059096,3,63,210,12,0.46528560866904767,1,2,4.818375196085703,0.8594294154311177,0.15173380190332197,0.33056018298008216,0.4621605988488013,0.5584574794569239,6.85267641841715,0.6968922234903946,21,0.7321824461916098,34.74796448867857,7.29636419859396,0.7321824461916098,0.24854709623861787,5.531160505751827,0,0,37.02577744129167,50.677949276757985,14.368209623404443,2.1407195385305675,1,1,1,6.094449860777615
MBA-Marketing,2,2,Metro,1,5.8036471899355,0,2,0,0.77214830844465,0,0.0,0,0.6532685722956222,1,0,3,9.05087298224423,43,0,1,0,0.748987012527478,0.7940787011915067,4,24,52,5,0.2019093282574971,1,0,0.992283025821252,7.82839366792679,0.35893075401107105,0.5178985712262388,0.6971598715294931,0.7722893605152045,8.284420537040164,0.4857850301513471,34,1.0408918536435179,60.01368885996011,9.976187385497099,1.0408918536435179,0.25675033598711733,7.964188076108003,0,0,66.04767158599614,51.55686663685707,8.433145445111519,5.371339016332988,0,1,1,9.758246566940574
MCA,2,2,Tier2,0,7.74300943461321,2,0,0,0.6692784149221835,1,1.5835033414090334,0,0.9277980813370013,6,5,5,74.47538164838393,195,0,1,0,0.2826185796391061,0.7353236786292313,3,53,161,8,0.4408659327279092,1,2,8.761923278734873,3.2127986988753845,0.2538020084027395,0.36624096552120816,0.47256237234126186,0.4867714711000387,6.4070809327895795,0.29504554830965546,25,1.122374881682862,46.37749631937706,8.492825712863445,1.122374881682862,0.20219736864972543,6.50390733219495,0,0,49.13524172094144,52.94224735684647,14.250138588790518,2.0890549043001743,1,1,1,9.086729258404473
BTech-ECE,2,2,Tier2,0,6.361675998833151,-1,4,0,0.3018577103028677,0,0.0,0,0.5697059046550292,4,2,1,1.330887675031837,54,0,1,0,0.6118001611474405,0.7922219114569866,4,20,53,4,0.4504152517043612,1,2,0.8263776602051529,1.7251270584426717,0.3027704301040327,0.5079072193734224,0.610065264758457,0.40338000898089155,5.813349772049339,0.6067792305824508,25,0.9099392299715765,40.155182705108544,7.105596907406175,0.9099392299715765,0.5066624654805497,8.682434920979702,1,0,32.22506817314124,60.05135072364883,14.106527150064544,0.5556203149142529,1,1,1,7.401937587457999
BTech-ECE,2,2,Tier2,0,7.192020310322481,1,0,0,0.8907534512471829,2,9.919220691273779,0,0.7062370949492807,1,1,3,10.688844205838592,50,0,2,5,0.5583923964174734,0.7956829569623196,2,17,35,1,0.23002287450399003,3,0,4.984425807087039,2.9281136696742642,0.2959844498542977,0.5341564235257643,0.650219413123781,0.5657275229390272,8.334668640382771,0.4870886141720619,27,1.2183940561006485,57.06321293049302,7.842900170718324,1.2183940561006485,0.3159839003871943,7.201874875588105,0,0,81.48795668353522,59.10618066834088,10.069757147672075,4.051157254740876,0,1,1,6.615707097052399
BSc-Nursing,3,3,Tier2,0,7.568706442817487,1,0,0,0.803605524172233,1,4.409175137662452,0,0.6975536036138122,6,5,4,33.9480753590486,42,0,5,0,0.658831187211924,0.5348080101751549,2,52,125,5,0.39265256122653514,0,1,5.814388932752424,0.6214140480577843,0.06918482358975371,0.22587632383871603,0.4071671834668762,0.5673996656917255,5.610099641909303,0.381297895795803,13,1.2212885217341682,51.97838277866208,7.471761033135616,1.2212885217341682,0.30130029101341416,5.331342807873579,0,1,193.25860096736008,30.318782156705748,6.045923719691837,5.0396589817519555,0,1,1,2.7496402894261065
MBA-Finance,3,3,Tier2,0,7.411592241324172,1,0,0,0.392213079415466,1,4.3314909708543885,0,0.42751088546254895,5,3,3,39.16590506568773,50,1,5,1,0.4524751513291778,0.7163917040877816,4,17,52,1,0.5829223959530965,3,4,7.3798291067061,0.8914441699951525,0.1631021924230187,0.3440300614514127,0.49057828055281893,0.07472672604663864,5.461866994859389,0.5051586240214544,8,1.1853206985426987,39.73398506119893,8.896825864468004,1.1853206985426987,0.2741566389363473,14.181167756452123,0,0,209.22299574130625,26.37196989550123,6.503876943116003,0.6217345762038005,1,1,1,7.824193077474945
MCA,2,2,Tier2,0,6.459210049378892,0,3,0,0.9016174604488693,2,3.43752731001464,0,0.49563868092323393,2,1,7,19.329938271025924,174,1,2,0,0.6992617383201362,0.5322758977172898,1,25,69,6,0.15688236045029838,3,2,2.1721416215012757,0.18917392454416587,0.31181889265605167,0.48538404627583126,0.625661632533116,0.7396792749649752,11.55789697848762,0.9165377001108758,27,1.1070596306342722,37.29363087228317,6.841846145663373,1.1070596306342722,0.3872312053804383,7.683794136844808,0,0,77.30247297548016,50.89570213196604,9.373718665937883,4.004341290849751,0,1,1,5.137846507816844
BTech-CS,2,2,Metro,1,6.6486892231009955,0,0,0,0.6519711774426457,3,5.912064733060873,0,0.8154779801795755,1,0,4,9.902852003549166,179,0,3,0,0.8920236378621588,0.7256451672604106,3,21,55,5,0.49640591616096524,5,1,32.117875028479936,0.06266901027254529,0.2586159677056891,0.4016998003284699,0.5429726125743579,0.5615030939220745,8.079528840490918,0.8564326172202557,17,1.3016757370244545,113.78222686826868,6.991106684367111,1.3016757370244545,0.45804322564866007,10.49836378170405,0,1,89.84915301377242,63.682039755543535,9.950251694490676,5.246292053682044,0,1,1,9.268279613058837
BTech-Mech,2,2,Tier2,0,5.784504540233244,0,0,0,0.8968440619830914,2,3.2865016970152174,0,0.6717236849305553,1,1,2,8.833392238852879,51,0,1,2,0.7357734737044892,0.4628745007465722,2,22,46,3,0.5816764788652878,1,3,16.567740733934478,1.3780072518729685,0.2346803670444545,0.4686170993752623,0.6647268631226881,0.3573655936557336,8.33269868384978,0.8362584729720008,29,0.7446613210316957,64.07827490605119,10.020570184096071,0.7446613210316957,0.6133697924154526,5.694795411157049,0,0,84.04570896556166,62.63080128550284,10.881251755724106,10.26119775386948,0,0,1,6.363797524662369
BTech-ECE,3,3,Metro,1,4.987213631764754,2,1,0,0.6152770320835242,1,2.0858454348992517,0,0.82556927074117,0,0,1,6.944542258982007,53,1,2,2,0.5671133835228104,0.6722395927739755,3,33,75,4,0.18279981296214648,1,3,3.7794977268327754,0.07866571865932068,0.2641356487178583,0.4014263423051604,0.5870407917599001,0.6555469633354856,3.0,0.1277744380487785,8,1.042559760875938,55.513867306059296,6.917288704546843,1.042559760875938,0.35274637358496136,8.048763082579615,0,0,253.4207512828427,31.237132140959055,3.768721306295191,6.824987519162229,0,0,1,4.87772934894157
BSc-Nursing,1,1,Metro,1,7.249527081508565,-1,0,0,0.5382034617146729,1,1.747446586158179,0,0.8546655814443518,5,4,2,24.384368823520163,53,0,2,0,0.28969321548692684,0.32349743675100506,0,22,75,5,0.4159071366987771,2,4,6.705948866495795,5.526267656686276,0.6153814242143143,0.7729266036280877,0.9495329051485468,0.40973764622904285,15.344242725353041,0.8255548991163074,60,1.1318743839904764,68.25675276224443,8.11691894685634,1.1318743839904764,0.0958966378279801,3.2762708126619593,0,1,16.390490016058045,60.54708624779991,28.295077300121527,0.5439645696196429,1,1,1,7.482195395413032
BSc-Nursing,2,2,Tier3,0,6.4307455879889455,-2,1,0,0.8301219092034394,2,9.471366271711426,0,0.5236645800514943,4,1,3,21.90373347922933,56,2,1,1,0.6188435265875906,0.372107668962216,2,15,52,2,0.3439752889244616,0,2,14.194191024768314,2.0401660175115564,0.2100860351516597,0.4104011933369135,0.5306911754541426,0.8254472750091525,6.522739764884768,0.7859530159693008,26,1.090387966667929,19.417832762773603,6.098132394194177,1.090387966667929,0.13813863417485311,3.500855457708399,0,0,93.71995123113258,63.02936217281638,11.679211863782918,4.351455892607105,0,1,1,3.2815527267387905
MBA-Finance,2,2,Tier2,0,5.844333892832132,2,2,0,0.7610855980683764,2,6.865299589015189,0,0.6605303805174648,0,0,1,2.813356559713395,50,1,5,1,0.7775278895636646,0.5571810171306739,2,18,48,3,0.3792202629195379,1,1,23.777325942883508,0.3242495764462153,0.24513967077833212,0.43481099966641557,0.5671821876831835,0.30450243716567305,5.491232086128154,0.5015145112540286,21,1.2394722269271947,24.739301650595756,6.0700886184105,1.2394722269271947,0.2284915901080855,15.566472742302711,0,1,87.79143083497789,57.07015617750669,12.970393351786443,9.555685617737955,0,0,1,11.538598348601079
MBA-Finance,3,3,Metro,1,6.415231171011943,0,2,0,0.7965060839439064,1,4.077092696104502,0,0.8734937906204211,1,0,0,0.0,42,0,4,1,0.6101429124447411,0.6936192951739543,4,23,54,1,0.47192011179841986,6,2,1.8402089275142965,2.398611307133419,0.04991507356471912,0.2477957868125814,0.36486227638404806,0.5997480561285375,3.0,0.4716654474325543,4,1.0857009701973261,79.05237651426945,8.251501790535979,1.0857009701973261,0.06607924996708972,15.938803142389556,0,0,299.8735514502298,36.85665333760765,4.309960421205979,9.729334086198772,0,0,1,7.333923238348246
BTech-CS,1,1,Metro,1,7.970832349315184,2,1,0,0.5808658493463583,2,8.293011670237359,0,0.8835369802541482,7,5,4,21.558952483778334,359,0,2,3,0.5744225313702834,0.8212663807451978,4,50,132,8,0.7095280593338478,1,4,5.814013261079356,1.1181975083842184,0.5671408533057635,0.7385440625433946,0.8502679423041096,0.7711286718400511,6.3866293681828985,0.7198836514861554,60,1.318469814953615,66.96235862963958,7.854422517615015,1.318469814953615,0.31105331169163025,7.258229525515537,1,0,10.33862016367599,67.30853026371156,20.855193388094943,0.6493614381693653,1,1,1,13.49702788018559
BSc-Nursing,3,3,Metro,1,6.588045116141848,1,0,0,0.6806250117078658,3,9.576862703969045,0,0.391956377565588,2,1,4,33.52946249531038,43,0,2,1,0.5587620525228855,0.659543389610914,1,22,49,3,0.4633974407261145,1,4,13.922854367697902,2.9429109911101303,0.1652079674920554,0.3007932668201434,0.45603929127606,0.634448457532941,6.404374811415535,0.25369120225345876,8,1.1485952128102683,69.27828311623003,7.975941487671505,1.1485952128102683,0.5503939432230638,4.850802015478209,0,1,396.43857744896525,38.54446390307936,5.970118237537196,14.0,0,0,0,
BCom,2,2,Tier2,0,6.4809208311365465,0,4,0,0.7059522218472899,2,4.195904024923024,0,0.8038441306779296,4,2,0,0.0,46,0,5,1,0.3994486488914066,0.2981385471765127,2,20,68,2,0.5943738727320261,1,2,8.580521703518817,0.13585900609602003,0.3125629698716617,0.4528983355790211,0.54846063165285,0.49156462877571727,8.291306244571466,0.1930636015281639,21,0.7263604035648882,46.21100074088195,5.219383899926344,0.7263604035648882,0.23574170233872369,3.3800309385882477,0,1,57.32978237653113,51.46447755102559,8.827188903294354,1.4684189130156062,1,1,1,4.073329807095661
MCA,3,3,Tier2,0,6.078838801747946,1,1,0,0.9090727080424122,0,0.0,0,0.3461332908827466,2,1,6,22.626643256550842,190,0,4,0,0.5547941825351206,0.43728737571122306,5,26,90,3,0.08124489578123534,0,4,2.2852104997573544,1.1975538564786656,0.12700090943399628,0.26615496708800523,0.38165308204684123,0.4615017083249332,3.0,0.4717881706373527,9,1.136945498704239,48.535876404590915,6.1333434034793735,1.136945498704239,0.5257630934868027,6.754743458348032,1,0,191.6135539247015,25.89949436882435,5.29041039927578,5.801384161164895,0,1,1,4.702242977329461
BTech-ECE,3,3,Tier3,0,6.314869604633378,-1,1,0,0.7683310798916961,1,2.416696060143682,0,0.9416290508437585,1,1,1,5.081153429223751,42,0,5,0,0.9061157658612513,0.7010105650848522,1,21,47,2,0.2001283438689999,3,0,67.51017163651126,1.811154427821732,0.20283530915134057,0.389120473565798,0.5870206124849378,0.14928193234983192,7.7402168672188845,0.6292772969879638,6,1.0271108471508907,12.689988335579816,7.852340528281332,1.0271108471508907,0.18362722313095511,6.198260064413842,0,0,306.79379668422877,23.179301565261035,4.049280711363718,14.0,0,0,0,
MBA-Operations,2,2,Metro,1,7.93534373770582,1,0,0,0.961140343439766,1,1.9648670165578024,0,0.8553136889885173,4,2,5,14.4139188920099,50,0,5,0,0.9165001583926058,0.8268252396617132,3,52,154,5,0.19573461452116828,0,2,26.3991134587977,5.643558827643194,0.2770125569491396,0.5253218141282225,0.6605112755609636,0.5127659971763467,7.5356994391537775,0.41269848270256665,25,0.9361470895365704,71.46403220257122,7.043669654972962,0.9361470895365704,0.21855570971458482,6.886421325588172,0,0,52.97590930179864,57.23597919393552,9.888560355557555,3.622105382861525,0,1,1,9.349603245245726
BTech-Mech,2,2,Tier3,0,6.590898164742901,-1,0,0,0.5468805216791167,0,0.0,0,0.3879687757253243,2,2,3,15.804768607022876,49,0,5,0,0.7863274002869851,0.8084575578283857,2,24,77,2,0.37015687815909576,3,2,33.09787401331994,1.4654023899914346,0.26213642357775935,0.46112410502509926,0.5992985883134332,0.6859410369005318,6.307410212462045,0.5014348338177825,30,0.7233656117878242,9.602724605721376,8.190743750608128,0.7233656117878242,0.3579647308009382,5.227393961177211,0,1,32.92716387283194,62.83800216553128,8.312871556621694,2.707316866625129,1,1,1,5.772224640835538
BTech-CS,3,3,Tier2,0,5.0891676759434,2,2,0,0.9145056218020123,0,0.0,0,0.21201834320088253,2,1,3,31.909839346645484,162,1,2,0,0.6029452649434774,0.9920733597285418,6,17,38,1,0.255159377545788,1,2,0.6656952064244558,1.248914687148135,0.11676401225667327,0.35132712250357734,0.4431504786631811,0.4397821543708693,3.107719918314608,0.3450807958806163,5,1.3092695932027196,14.507003413552795,8.207196320021724,1.3092695932027196,0.10998659587014913,8.445833427150813,0,0,172.0226926864402,31.972420846678972,6.173286985072618,18.07059293147271,0,0,0,
BTech-CS,3,3,Tier2,0,6.310951823458632,0,2,0,0.561334793449423,0,0.0,0,0.3657278532051952,2,1,1,2.8343978718896023,179,0,4,0,0.9382501753519096,0.6266106536586791,0,14,47,1,0.1191212861726422,1,2,31.607268721310803,0.4011567753281874,0.10367226202149868,0.22022109329358522,0.34236538652676946,0.1180887538652856,4.855738607762676,0.3241376434209049,9,1.2872610926920527,45.38451549003621,7.714027304972262,1.2872610926920527,0.5727436900538605,8.044779134303008,0,0,347.66084440605084,32.34466508506614,6.294598843766549,8.736757056191337,0,0,1,6.053940660579209
BTech-CS,2,2,Tier3,0,6.807423791551065,0,0,0,0.8894657395750145,1,3.3625679962122246,0,0.6957403642240811,2,1,7,57.94234991320454,190,0,5,2,0.29110739595677204,0.6052887841568502,5,21,54,7,0.29412230979006526,1,5,7.625179077985006,4.7783234301613176,0.27936408496029264,0.5169489128024293,0.6791318297751536,0.14136466456428157,7.46293131639654,0.1655805560686705,29,1.3039419589731034,14.672315049131313,6.033114768442663,1.3039419589731034,0.46908409466121964,12.28767963607494,0,1,72.09752530679813,56.350289326799995,14.064221665017593,1.8672324302894407,1,1,1,11.964151574641782
BTech-ECE,1,1,Metro,1,6.546440585852675,-1,0,2,0.8958589595575177,2,7.189058518979453,1,0.817650552162657,4,2,1,0.0902056936904271,41,1,2,0,0.41673803660689707,0.8919941231130366,0,17,45,1,0.7030829599969486,1,3,12.283962615925638,0.9828998179444928,0.4891864001956997,0.6787962247347222,0.8592669237431715,0.6593144254253793,13.280537616078657,0.8652598830825429,58,1.019890992952171,79.61929212958017,6.92672916719595,1.019890992952171,0.4533543464290194,7.526184444750596,0,0,2.094768774823421,83.83021916806953,30.351231558494593,2.3268661184759463,1,1,1,10.474040096345345
MCA,3,3,Tier2,0,6.240641579738939,1,1,0,0.7291534391554059,0,0.0,0,0.056274673900521155,4,2,2,13.28418715870007,165,2,5,3,0.6309094326689785,0.3685865900122787,2,27,89,4,0.2777917536226907,4,1,10.016097075088124,2.1830786923589427,0.28437849712552854,0.4840802185262637,0.6021957626288589,0.4841614888640996,4.15280312189332,0.29738739906545053,11,1.2019420007263462,51.50636594565594,7.452327440084766,1.2019420007263462,0.45012027061803095,8.951997842755334,1,0,383.4687786780228,24.539021356435736,3.5213628600935096,19.42609432840233,0,0,0,
BTech-Mech,1,1,Metro,1,7.203581533620693,0,0,0,0.6195779590882521,2,5.66590268504253,0,0.44791231446125046,0,0,0,0.0,51,1,3,1,0.8969682896176228,0.759014919181718,3,19,43,3,0.38687773121820584,2,5,4.740333197180027,0.621403638085757,0.4787483124794478,0.5812006850396603,0.7072322834906788,0.3810503105442095,16.005708202282868,0.3206300160172337,53,0.8996087483825729,107.19647801049828,6.107203659070595,0.8996087483825729,0.5082795492874295,6.072017596999823,0,0,28.717386429768343,84.04526804916003,26.955266384525423,2.70028148451303,1,1,1,8.568290698521944
BSc-Nursing,3,3,Tier2,0,6.529890376699506,0,1,0,0.6926901256963267,0,0.0,0,0.026069454762906362,2,1,2,2.5113483913303547,59,1,4,1,0.6704636984820833,0.7231638886133235,4,24,52,3,0.6731777139868084,2,2,20.36819697878382,2.8195362078563533,0.06194173804176094,0.31050253399807687,0.4129067712599967,0.4171440728748993,4.582940532592128,0.6110516120196681,7,1.1245888636542003,19.000982552852623,6.317281446744868,1.1245888636542003,0.30266727205800514,4.653686066302491,0,0,315.63756922645655,29.85909574002683,5.6044180887500055,11.504261491959767,0,0,1,2.6805713368102015
